movieId;title;genres;ano_lancamento;quantidade_avaliacoes;media_avaliacoes;mediana_avaliacoes;desvio_padrao_avaliacoes;primeira_avaliacao;ultima_avaliacao;quantidade_generos;periodo_lancamento;faixa_avaliacao;faixa_popularidade;generos_normalizados
104;Happy Gilmore (1996);Comedy;1996;99;3,4393939393939394;3,5;0,9930182995434678;1996-04-12 15:19:00+00:00;2018-04-15 17:44:20+00:00;1;periodo_1990_1999;avaliacao_media;popularidade_alta;genero_comedia
105;Bridges of Madison County, The (1995);Drama|Romance;1995;23;3,282608695652174;3,0;0,8504823091062899;1996-04-12 15:19:00+00:00;2015-01-30 17:55:50+00:00;2;periodo_1990_1999;avaliacao_media;popularidade_media;genero_drama|genero_romance
107;Muppet Treasure Island (1996);Adventure|Children|Comedy|Musical;1996;26;3,326923076923077;3,0;0,9267395285872693;1996-05-14 07:41:56+00:00;2017-12-13 02:30:55+00:00;4;periodo_1990_1999;avaliacao_media;popularidade_media;genero_aventura|genero_infantil|genero_comedia|genero_musical
110;Braveheart (1995);Action|Drama|War;1995;237;4,031645569620253;4,0;0,9677263634544532;1996-04-17 17:08:17+00:00;2018-07-30 23:37:35+00:00;3;periodo_1990_1999;avaliacao_alta;popularidade_alta;genero_acao|genero_drama|genero_guerra
111;Taxi Driver (1976);Crime|Drama|Thriller;1976;104;4,105769230769231;4,0;0,8204695462511792;1996-04-17 16:50:09+00:00;2018-08-13 16:46:30+00:00;3;periodo_1970_1989;avaliacao_alta;popularidade_alta;genero_crime|genero_drama|genero_suspense
112;Rumble in the Bronx (Hont faan kui) (1995);Action|Adventure|Comedy|Crime;1995;46;3,5434782608695654;3,5;0,9299109094514959;1996-05-12 22:28:13+00:00;2017-06-27 05:02:05+00:00;4;periodo_1990_1999;avaliacao_media;popularidade_media;genero_acao|genero_aventura|genero_comedia|genero_crime
116;Anne Frank Remembered (1995);Documentary;1995;5;3,9;3,5;1,02469507659596;1996-11-05 19:10:25+00:00;2003-05-15 18:00:22+00:00;1;periodo_1990_1999;avaliacao_media;popularidade_baixa;genero_documentario
122;Boomerang (1992);Comedy|Romance;1992;16;2,65625;3,0;0,7238496621076322;1996-04-18 11:46:45+00:00;2014-02-02 15:09:46+00:00;2;periodo_1990_1999;avaliacao_baixa;popularidade_media;genero_comedia|genero_romance
125;Flirting With Disaster (1996);Comedy;1996;12;3,5833333333333335;4,0;1,2583057392117918;1996-06-10 09:25:17+00:00;2009-04-05 15:13:12+00:00;1;periodo_1990_1999;avaliacao_media;popularidade_media;genero_comedia
126;NeverEnding Story III, The (1994);Adventure|Children|Fantasy;1994;7;2,0;2,0;0,816496580927726;1996-05-14 07:51:27+00:00;2001-10-30 02:44:14+00:00;3;periodo_1990_1999;avaliacao_baixa;popularidade_baixa;genero_aventura|genero_infantil|genero_fantasia
132;Jade (1995);Thriller;1995;6;2,8333333333333335;3,0;0,752772652709081;1996-05-18 20:06:29+00:00;2000-10-11 15:15:49+00:00;1;periodo_1990_1999;avaliacao_baixa;popularidade_baixa;genero_suspense
135;Down Periscope (1996);Comedy;1996;31;2,9516129032258065;3,0;1,0275767506588613;1996-08-17 19:44:02+00:00;2012-08-24 21:13:57+00:00;1;periodo_1990_1999;avaliacao_baixa;popularidade_media;genero_comedia
140;Up Close and Personal (1996);Drama|Romance;1996;16;3,5;3,25;0,6831300510639732;1996-04-12 15:19:00+00:00;2010-03-20 22:02:08+00:00;2;periodo_1990_1999;avaliacao_media;popularidade_media;genero_drama|genero_romance
141;Birdcage, The (1996);Comedy;1996;86;3,494186046511628;3,5;0,8418962701457717;1996-04-12 15:19:00+00:00;2018-09-01 19:22:46+00:00;1;periodo_1990_1999;avaliacao_media;popularidade_alta;genero_comedia
144;Brothers McMullen, The (1995);Comedy;1995;12;3,3333333333333335;3,5;0,8616404368553291;1996-04-17 17:08:17+00:00;2018-02-22 23:56:23+00:00;1;periodo_1990_1999;avaliacao_media;popularidade_media;genero_comedia
145;Bad Boys (1995);Action|Comedy|Crime|Drama|Thriller;1995;51;3,2450980392156863;3,0;0,8623952053415409;1996-04-18 11:46:45+00:00;2018-01-17 02:10:03+00:00;5;periodo_1990_1999;avaliacao_media;popularidade_alta;genero_acao|genero_comedia|genero_crime|genero_drama|genero_suspense
147;Basketball Diaries, The (1995);Drama;1995;15;3,466666666666667;3,5;0,8549575316659775;1996-08-06 07:37:56+00:00;2018-02-20 14:35:06+00:00;1;periodo_1990_1999;avaliacao_media;popularidade_media;genero_drama
150;Apollo 13 (1995);Adventure|Drama|IMAX;1995;201;3,845771144278607;4,0;0,8766952306036482;1996-03-29 18:36:55+00:00;2018-09-01 18:42:46+00:00;3;periodo_1990_1999;avaliacao_media;popularidade_alta;genero_aventura|genero_drama|genero_imax
151;Rob Roy (1995);Action|Drama|Romance|War;1995;44;3,5454545454545454;3,75;0,9512426500536989;1996-03-29 18:36:56+00:00;2015-01-30 17:54:31+00:00;4;periodo_1990_1999;avaliacao_media;popularidade_media;genero_acao|genero_drama|genero_romance|genero_guerra
153;Batman Forever (1995);Action|Adventure|Comedy|Crime;1995;137;2,9160583941605838;3,0;0,90458257977029;1996-04-17 17:08:17+00:00;2018-08-31 10:32:13+00:00;4;periodo_1990_1999;avaliacao_baixa;popularidade_alta;genero_acao|genero_aventura|genero_comedia|genero_crime
154;Beauty of the Day (Belle de jour) (1967);Drama;1967;12;3,875;4,0;0,6077155435054972;1996-08-27 01:39:48+00:00;2015-06-29 00:08:41+00:00;1;periodo_1950_1969;avaliacao_media;popularidade_media;genero_drama
155;Beyond Rangoon (1995);Adventure|Drama|War;1995;6;2,4166666666666665;2,25;1,3570801990548187;1996-04-17 17:08:17+00:00;2018-02-23 06:22:30+00:00;3;periodo_1990_1999;avaliacao_baixa;popularidade_baixa;genero_aventura|genero_drama|genero_guerra
157;Canadian Bacon (1995);Comedy|War;1995;11;2,8636363636363638;3,0;1,0975178606954215;1996-10-16 13:02:43+00:00;2018-02-22 00:33:58+00:00;2;periodo_1990_1999;avaliacao_baixa;popularidade_media;genero_comedia|genero_guerra
158;Casper (1995);Adventure|Children;1995;62;2,806451612903226;3,0;1,1138282776292474;1996-04-17 17:08:17+00:00;2018-02-20 10:57:03+00:00;2;periodo_1990_1999;avaliacao_baixa;popularidade_alta;genero_aventura|genero_infantil
159;Clockers (1995);Crime|Drama|Mystery;1995;14;2,892857142857143;3,0;0,923591889322323;1996-04-17 17:08:17+00:00;2017-06-26 21:49:43+00:00;3;periodo_1990_1999;avaliacao_baixa;popularidade_media;genero_crime|genero_drama|genero_misterio
160;Congo (1995);Action|Adventure|Mystery|Sci-Fi;1995;57;2,8771929824561404;3,0;1,0276564086481381;1996-04-17 17:08:17+00:00;2017-06-26 21:54:13+00:00;4;periodo_1990_1999;avaliacao_baixa;popularidade_alta;genero_acao|genero_aventura|genero_misterio|genero_ficcao_cientifica
161;Crimson Tide (1995);Drama|Thriller|War;1995;103;3,6359223300970873;4,0;0,8778152881915151;1996-03-29 18:36:55+00:00;2018-08-11 00:56:38+00:00;3;periodo_1990_1999;avaliacao_media;popularidade_alta;genero_drama|genero_suspense|genero_guerra
162;Crumb (1994);Documentary;1994;17;4,205882352941177;4,0;0,6388178420286317;1996-04-17 17:08:17+00:00;2018-09-24 14:27:30+00:00;1;periodo_1990_1999;avaliacao_alta;popularidade_media;genero_documentario
163;Desperado (1995);Action|Romance|Western;1995;66;3,5606060606060606;3,5;0,9942726429798261;1996-04-18 11:46:45+00:00;2017-06-26 18:27:51+00:00;3;periodo_1990_1999;avaliacao_media;popularidade_alta;genero_acao|genero_romance|genero_faroeste
